citation,name_short,name_full,vote_type
9 U.S. 321,BWashington,"Washington, Bushrod",majority
9 U.S. 321,WJohnson,"Johnson, William",majority
9 U.S. 321,HBLivingston,"Livingston, Henry",majority
9 U.S. 321,TTodd,"Todd, Thomas",majority
9 U.S. 1,JMarshall,"Marshall, John",majority
9 U.S. 1,WCushing,"Cushing, William",majority
9 U.S. 1,SChase,"Chase, Samuel",majority
9 U.S. 1,BWashington,"Washington, Bushrod",majority
9 U.S. 1,WJohnson,"Johnson, William",majority
9 U.S. 1,HBLivingston,"Livingston, Henry",majority
9 U.S. 1,TTodd,"Todd, Thomas",majority
9 U.S. 1,JMarshall,"Marshall, John",majority
9 U.S. 1,WCushing,"Cushing, William",majority
9 U.S. 1,SChase,"Chase, Samuel",majority
9 U.S. 1,BWashington,"Washington, Bushrod",majority
9 U.S. 1,WJohnson,"Johnson, William",majority
9 U.S. 1,HBLivingston,"Livingston, Henry",majority
9 U.S. 1,TTodd,"Todd, Thomas",majority
9 U.S. 11,JMarshall,"Marshall, John",majority
9 U.S. 11,WCushing,"Cushing, William",majority
9 U.S. 11,SChase,"Chase, Samuel",majority
9 U.S. 11,BWashington,"Washington, Bushrod",majority
9 U.S. 11,WJohnson,"Johnson, William",majority
9 U.S. 11,HBLivingston,"Livingston, Henry",majority
9 U.S. 11,TTodd,"Todd, Thomas",majority
9 U.S. 13,JMarshall,"Marshall, John",majority
9 U.S. 13,WCushing,"Cushing, William",majority
9 U.S. 13,SChase,"Chase, Samuel",majority
9 U.S. 13,BWashington,"Washington, Bushrod",majority
9 U.S. 13,WJohnson,"Johnson, William",majority
9 U.S. 13,HBLivingston,"Livingston, Henry",majority
9 U.S. 13,TTodd,"Todd, Thomas",majority
9 U.S. 34,JMarshall,"Marshall, John",majority
9 U.S. 34,WCushing,"Cushing, William",majority
9 U.S. 34,SChase,"Chase, Samuel",majority
9 U.S. 34,BWashington,"Washington, Bushrod",majority
9 U.S. 34,WJohnson,"Johnson, William",majority
9 U.S. 34,HBLivingston,"Livingston, Henry",majority
9 U.S. 34,TTodd,"Todd, Thomas",majority
9 U.S. 115,JMarshall,"Marshall, John",majority
9 U.S. 115,WCushing,"Cushing, William",majority
9 U.S. 115,SChase,"Chase, Samuel",majority
9 U.S. 115,BWashington,"Washington, Bushrod",majority
9 U.S. 115,WJohnson,"Johnson, William",majority
9 U.S. 115,HBLivingston,"Livingston, Henry",majority
9 U.S. 115,TTodd,"Todd, Thomas",majority
9 U.S. 173,JMarshall,"Marshall, John",majority
9 U.S. 173,WCushing,"Cushing, William",majority
9 U.S. 173,SChase,"Chase, Samuel",majority
9 U.S. 173,BWashington,"Washington, Bushrod",majority
9 U.S. 173,WJohnson,"Johnson, William",majority
9 U.S. 173,HBLivingston,"Livingston, Henry",majority
9 U.S. 173,TTodd,"Todd, Thomas",majority
9 U.S. 19,JMarshall,"Marshall, John",majority
9 U.S. 19,WCushing,"Cushing, William",majority
9 U.S. 19,SChase,"Chase, Samuel",majority
9 U.S. 19,BWashington,"Washington, Bushrod",majority
9 U.S. 19,WJohnson,"Johnson, William",majority
9 U.S. 19,HBLivingston,"Livingston, Henry",majority
9 U.S. 19,TTodd,"Todd, Thomas",majority
9 U.S. 100,WCushing,"Cushing, William",majority
9 U.S. 100,SChase,"Chase, Samuel",majority
9 U.S. 100,BWashington,"Washington, Bushrod",majority
9 U.S. 100,WJohnson,"Johnson, William",regular concurrence
9 U.S. 100,HBLivingston,"Livingston, Henry",majority
9 U.S. 100,TTodd,"Todd, Thomas",majority
9 U.S. 257,JMarshall,"Marshall, John",majority
9 U.S. 257,WCushing,"Cushing, William",majority
9 U.S. 257,SChase,"Chase, Samuel",majority
9 U.S. 257,BWashington,"Washington, Bushrod",majority
9 U.S. 257,WJohnson,"Johnson, William",majority
9 U.S. 257,HBLivingston,"Livingston, Henry",majority
9 U.S. 257,TTodd,"Todd, Thomas",majority
9 U.S. 280,JMarshall,"Marshall, John",majority
9 U.S. 280,WCushing,"Cushing, William",majority
9 U.S. 280,SChase,"Chase, Samuel",majority
9 U.S. 280,BWashington,"Washington, Bushrod",majority
9 U.S. 280,WJohnson,"Johnson, William",majority
9 U.S. 280,HBLivingston,"Livingston, Henry",majority
9 U.S. 280,TTodd,"Todd, Thomas",majority
9 U.S. 187,JMarshall,"Marshall, John",majority
9 U.S. 187,WCushing,"Cushing, William",majority
9 U.S. 187,SChase,"Chase, Samuel",majority
9 U.S. 187,BWashington,"Washington, Bushrod",majority
9 U.S. 187,WJohnson,"Johnson, William",majority
9 U.S. 187,HBLivingston,"Livingston, Henry",majority
9 U.S. 187,TTodd,"Todd, Thomas",majority
9 U.S. 288,JMarshall,"Marshall, John",majority
9 U.S. 288,WCushing,"Cushing, William",majority
9 U.S. 288,SChase,"Chase, Samuel",majority
9 U.S. 288,BWashington,"Washington, Bushrod",majority
9 U.S. 288,WJohnson,"Johnson, William",majority
9 U.S. 288,HBLivingston,"Livingston, Henry",majority
9 U.S. 288,TTodd,"Todd, Thomas",majority
9 U.S. 289,JMarshall,"Marshall, John",majority
9 U.S. 289,WCushing,"Cushing, William",majority
9 U.S. 289,SChase,"Chase, Samuel",majority
9 U.S. 289,BWashington,"Washington, Bushrod",majority
9 U.S. 289,WJohnson,"Johnson, William",majority
9 U.S. 289,HBLivingston,"Livingston, Henry",majority
9 U.S. 289,TTodd,"Todd, Thomas",majority
9 U.S. 281,JMarshall,"Marshall, John",majority
9 U.S. 281,WCushing,"Cushing, William",majority
9 U.S. 281,SChase,"Chase, Samuel",majority
9 U.S. 281,BWashington,"Washington, Bushrod",majority
9 U.S. 281,WJohnson,"Johnson, William",majority
9 U.S. 281,HBLivingston,"Livingston, Henry",majority
9 U.S. 281,TTodd,"Todd, Thomas",majority
9 U.S. 284,JMarshall,"Marshall, John",majority
9 U.S. 284,WCushing,"Cushing, William",majority
9 U.S. 284,SChase,"Chase, Samuel",majority
9 U.S. 284,BWashington,"Washington, Bushrod",majority
9 U.S. 284,WJohnson,"Johnson, William",majority
9 U.S. 284,HBLivingston,"Livingston, Henry",majority
9 U.S. 284,TTodd,"Todd, Thomas",majority
9 U.S. 311,JMarshall,"Marshall, John",majority
9 U.S. 311,WCushing,"Cushing, William",majority
9 U.S. 311,SChase,"Chase, Samuel",majority
9 U.S. 311,BWashington,"Washington, Bushrod",majority
9 U.S. 311,WJohnson,"Johnson, William",majority
9 U.S. 311,HBLivingston,"Livingston, Henry",majority
9 U.S. 311,TTodd,"Todd, Thomas",majority
9 U.S. 154,JMarshall,"Marshall, John",majority
9 U.S. 154,WCushing,"Cushing, William",majority
9 U.S. 154,SChase,"Chase, Samuel",majority
9 U.S. 154,BWashington,"Washington, Bushrod",majority
9 U.S. 154,WJohnson,"Johnson, William",dissent
9 U.S. 154,HBLivingston,"Livingston, Henry",majority
9 U.S. 154,TTodd,"Todd, Thomas",majority
9 U.S. 304,JMarshall,"Marshall, John",majority
9 U.S. 304,WCushing,"Cushing, William",majority
9 U.S. 304,SChase,"Chase, Samuel",majority
9 U.S. 304,BWashington,"Washington, Bushrod",majority
9 U.S. 304,WJohnson,"Johnson, William",majority
9 U.S. 304,HBLivingston,"Livingston, Henry",majority
9 U.S. 304,TTodd,"Todd, Thomas",majority
9 U.S. 344,JMarshall,"Marshall, John",majority
9 U.S. 344,WCushing,"Cushing, William",majority
9 U.S. 344,SChase,"Chase, Samuel",majority
9 U.S. 344,BWashington,"Washington, Bushrod",majority
9 U.S. 344,WJohnson,"Johnson, William",majority
9 U.S. 344,HBLivingston,"Livingston, Henry",majority
9 U.S. 344,TTodd,"Todd, Thomas",majority
9 U.S. 372,JMarshall,"Marshall, John",majority
9 U.S. 372,WCushing,"Cushing, William",majority
9 U.S. 372,SChase,"Chase, Samuel",majority
9 U.S. 372,BWashington,"Washington, Bushrod",majority
9 U.S. 372,WJohnson,"Johnson, William",majority
9 U.S. 372,HBLivingston,"Livingston, Henry",majority
9 U.S. 372,TTodd,"Todd, Thomas",majority
9 U.S. 57,JMarshall,"Marshall, John",majority
9 U.S. 57,WCushing,"Cushing, William",majority
9 U.S. 57,SChase,"Chase, Samuel",majority
9 U.S. 57,BWashington,"Washington, Bushrod",majority
9 U.S. 57,WJohnson,"Johnson, William",majority
9 U.S. 57,HBLivingston,"Livingston, Henry",majority
9 U.S. 57,TTodd,"Todd, Thomas",majority
9 U.S. 61,JMarshall,"Marshall, John",majority
9 U.S. 61,WCushing,"Cushing, William",majority
9 U.S. 61,SChase,"Chase, Samuel",majority
9 U.S. 61,BWashington,"Washington, Bushrod",majority
9 U.S. 61,WJohnson,"Johnson, William",majority
9 U.S. 61,TTodd,"Todd, Thomas",majority
9 U.S. 287,JMarshall,"Marshall, John",majority
9 U.S. 287,WCushing,"Cushing, William",majority
9 U.S. 287,SChase,"Chase, Samuel",majority
9 U.S. 287,BWashington,"Washington, Bushrod",majority
9 U.S. 287,WJohnson,"Johnson, William",majority
9 U.S. 287,HBLivingston,"Livingston, Henry",majority
9 U.S. 287,TTodd,"Todd, Thomas",majority
9 U.S. 289,JMarshall,"Marshall, John",majority
9 U.S. 289,WCushing,"Cushing, William",majority
9 U.S. 289,SChase,"Chase, Samuel",majority
9 U.S. 289,BWashington,"Washington, Bushrod",majority
9 U.S. 289,WJohnson,"Johnson, William",majority
9 U.S. 289,HBLivingston,"Livingston, Henry",majority
9 U.S. 289,TTodd,"Todd, Thomas",majority
9 U.S. 358,JMarshall,"Marshall, John",majority
9 U.S. 358,WCushing,"Cushing, William",majority
9 U.S. 358,SChase,"Chase, Samuel",majority
9 U.S. 358,BWashington,"Washington, Bushrod",majority
9 U.S. 358,WJohnson,"Johnson, William",majority
9 U.S. 358,HBLivingston,"Livingston, Henry",majority
9 U.S. 358,TTodd,"Todd, Thomas",majority
9 U.S. 363,JMarshall,"Marshall, John",majority
9 U.S. 363,WCushing,"Cushing, William",majority
9 U.S. 363,SChase,"Chase, Samuel",majority
9 U.S. 363,BWashington,"Washington, Bushrod",majority
9 U.S. 363,WJohnson,"Johnson, William",majority
9 U.S. 363,HBLivingston,"Livingston, Henry",majority
9 U.S. 363,TTodd,"Todd, Thomas",majority
9 U.S. 368,JMarshall,"Marshall, John",majority
9 U.S. 368,WCushing,"Cushing, William",majority
9 U.S. 368,SChase,"Chase, Samuel",majority
9 U.S. 368,BWashington,"Washington, Bushrod",majority
9 U.S. 368,WJohnson,"Johnson, William",majority
9 U.S. 368,HBLivingston,"Livingston, Henry",majority
9 U.S. 368,TTodd,"Todd, Thomas",majority
10 U.S. 52,JMarshall,"Marshall, John",majority
10 U.S. 52,BWashington,"Washington, Bushrod",majority
10 U.S. 52,WJohnson,"Johnson, William",majority
10 U.S. 52,HBLivingston,"Livingston, Henry",majority
10 U.S. 52,TTodd,"Todd, Thomas",majority
10 U.S. 86,JMarshall,"Marshall, John",majority
10 U.S. 86,BWashington,"Washington, Bushrod",majority
10 U.S. 86,WJohnson,"Johnson, William",majority
10 U.S. 86,HBLivingston,"Livingston, Henry",majority
10 U.S. 86,TTodd,"Todd, Thomas",majority
10 U.S. 3,JMarshall,"Marshall, John",majority
10 U.S. 3,BWashington,"Washington, Bushrod",majority
10 U.S. 3,WJohnson,"Johnson, William",majority
10 U.S. 3,HBLivingston,"Livingston, Henry",majority
10 U.S. 3,TTodd,"Todd, Thomas",majority
10 U.S. 51,JMarshall,"Marshall, John",majority
10 U.S. 51,BWashington,"Washington, Bushrod",majority
10 U.S. 51,WJohnson,"Johnson, William",majority
10 U.S. 51,HBLivingston,"Livingston, Henry",majority
10 U.S. 51,TTodd,"Todd, Thomas",majority
10 U.S. 29,JMarshall,"Marshall, John",majority
10 U.S. 29,BWashington,"Washington, Bushrod",majority
10 U.S. 29,WJohnson,"Johnson, William",majority
10 U.S. 29,HBLivingston,"Livingston, Henry",majority
10 U.S. 29,TTodd,"Todd, Thomas",majority
10 U.S. 71,JMarshall,"Marshall, John",majority
10 U.S. 71,BWashington,"Washington, Bushrod",majority
10 U.S. 71,WJohnson,"Johnson, William",majority
10 U.S. 71,HBLivingston,"Livingston, Henry",majority
10 U.S. 71,TTodd,"Todd, Thomas",majority
10 U.S. 176,JMarshall,"Marshall, John",majority
10 U.S. 176,BWashington,"Washington, Bushrod",majority
10 U.S. 176,WJohnson,"Johnson, William",majority
10 U.S. 176,HBLivingston,"Livingston, Henry",majority
10 U.S. 176,TTodd,"Todd, Thomas",majority
10 U.S. 187,JMarshall,"Marshall, John",majority
10 U.S. 187,BWashington,"Washington, Bushrod",majority
10 U.S. 187,WJohnson,"Johnson, William",majority
10 U.S. 187,HBLivingston,"Livingston, Henry",majority
10 U.S. 187,TTodd,"Todd, Thomas",majority
10 U.S. 171,JMarshall,"Marshall, John",majority
10 U.S. 171,BWashington,"Washington, Bushrod",majority
10 U.S. 171,WJohnson,"Johnson, William",majority
10 U.S. 171,HBLivingston,"Livingston, Henry",majority
10 U.S. 171,TTodd,"Todd, Thomas",majority
10 U.S. 233,JMarshall,"Marshall, John",majority
10 U.S. 233,BWashington,"Washington, Bushrod",majority
10 U.S. 233,WJohnson,"Johnson, William",majority
10 U.S. 233,HBLivingston,"Livingston, Henry",majority
10 U.S. 233,TTodd,"Todd, Thomas",majority
10 U.S. 267,JMarshall,"Marshall, John",majority
10 U.S. 267,BWashington,"Washington, Bushrod",majority
10 U.S. 267,WJohnson,"Johnson, William",majority
10 U.S. 267,HBLivingston,"Livingston, Henry",majority
10 U.S. 267,TTodd,"Todd, Thomas",majority
10 U.S. 203,JMarshall,"Marshall, John",majority
10 U.S. 203,BWashington,"Washington, Bushrod",majority
10 U.S. 203,WJohnson,"Johnson, William",majority
10 U.S. 203,HBLivingston,"Livingston, Henry",majority
10 U.S. 203,TTodd,"Todd, Thomas",majority
10 U.S. 307,JMarshall,"Marshall, John",judgment of the Court
10 U.S. 307,BWashington,"Washington, Bushrod",special concurrence
10 U.S. 307,WJohnson,"Johnson, William",special concurrence
10 U.S. 307,HBLivingston,"Livingston, Henry",special concurrence
10 U.S. 307,TTodd,"Todd, Thomas",special concurrence
10 U.S. 329,JMarshall,"Marshall, John",majority
10 U.S. 329,BWashington,"Washington, Bushrod",majority
10 U.S. 329,WJohnson,"Johnson, William",majority
10 U.S. 329,HBLivingston,"Livingston, Henry",majority
10 U.S. 329,TTodd,"Todd, Thomas",majority
10 U.S. 87,JMarshall,"Marshall, John",majority
10 U.S. 87,BWashington,"Washington, Bushrod",majority
10 U.S. 87,WJohnson,"Johnson, William",dissent
10 U.S. 87,HBLivingston,"Livingston, Henry",majority
10 U.S. 87,TTodd,"Todd, Thomas",majority
10 U.S. 286,BWashington,"Washington, Bushrod",majority
10 U.S. 286,WJohnson,"Johnson, William",majority
10 U.S. 286,HBLivingston,"Livingston, Henry",majority
10 U.S. 286,TTodd,"Todd, Thomas",majority
10 U.S. 324,JMarshall,"Marshall, John",majority
10 U.S. 324,BWashington,"Washington, Bushrod",majority
10 U.S. 324,WJohnson,"Johnson, William",majority
10 U.S. 324,HBLivingston,"Livingston, Henry",majority
10 U.S. 324,TTodd,"Todd, Thomas",majority
10 U.S. 327,JMarshall,"Marshall, John",majority
10 U.S. 327,BWashington,"Washington, Bushrod",majority
10 U.S. 327,WJohnson,"Johnson, William",majority
10 U.S. 327,HBLivingston,"Livingston, Henry",majority
10 U.S. 327,TTodd,"Todd, Thomas",majority
10 U.S. 330,JMarshall,"Marshall, John",majority
10 U.S. 330,BWashington,"Washington, Bushrod",majority
10 U.S. 330,WJohnson,"Johnson, William",majority
10 U.S. 330,HBLivingston,"Livingston, Henry",majority
10 U.S. 330,TTodd,"Todd, Thomas",majority
10 U.S. 206,JMarshall,"Marshall, John",majority
10 U.S. 206,BWashington,"Washington, Bushrod",majority
10 U.S. 206,WJohnson,"Johnson, William",majority
10 U.S. 206,HBLivingston,"Livingston, Henry",majority
10 U.S. 206,TTodd,"Todd, Thomas",majority
10 U.S. 281,JMarshall,"Marshall, John",dissent
10 U.S. 281,BWashington,"Washington, Bushrod",majority
10 U.S. 281,WJohnson,"Johnson, William",majority
10 U.S. 281,HBLivingston,"Livingston, Henry",majority
10 U.S. 281,TTodd,"Todd, Thomas",special concurrence
10 U.S. 332,JMarshall,"Marshall, John",majority
10 U.S. 332,BWashington,"Washington, Bushrod",majority
10 U.S. 332,WJohnson,"Johnson, William",majority
10 U.S. 332,HBLivingston,"Livingston, Henry",majority
10 U.S. 332,TTodd,"Todd, Thomas",majority
11 U.S. 1,BWashington,"Washington, Bushrod",majority
11 U.S. 1,HBLivingston,"Livingston, Henry",majority
11 U.S. 1,TTodd,"Todd, Thomas",majority
11 U.S. 1,GDuvall,"Duvall, Gabriel",majority
11 U.S. 1,JStory,"Story, Joseph",majority
11 U.S. 22,BWashington,"Washington, Bushrod",majority
11 U.S. 22,WJohnson,"Johnson, William",majority
11 U.S. 22,HBLivingston,"Livingston, Henry",majority
11 U.S. 22,TTodd,"Todd, Thomas",majority
11 U.S. 22,GDuvall,"Duvall, Gabriel",majority
11 U.S. 22,JStory,"Story, Joseph",majority
11 U.S. 112,JMarshall,"Marshall, John",majority
11 U.S. 112,BWashington,"Washington, Bushrod",majority
11 U.S. 112,WJohnson,"Johnson, William",majority
11 U.S. 112,HBLivingston,"Livingston, Henry",majority
11 U.S. 112,TTodd,"Todd, Thomas",majority
11 U.S. 112,GDuvall,"Duvall, Gabriel",majority
11 U.S. 112,JStory,"Story, Joseph",majority
11 U.S. 26,BWashington,"Washington, Bushrod",majority
11 U.S. 26,WJohnson,"Johnson, William",majority
11 U.S. 26,HBLivingston,"Livingston, Henry",majority
11 U.S. 26,TTodd,"Todd, Thomas",majority
11 U.S. 26,GDuvall,"Duvall, Gabriel",majority
11 U.S. 26,JStory,"Story, Joseph",majority
11 U.S. 52,JMarshall,"Marshall, John",majority
11 U.S. 52,BWashington,"Washington, Bushrod",majority
11 U.S. 52,WJohnson,"Johnson, William",dissent
11 U.S. 52,HBLivingston,"Livingston, Henry",majority
11 U.S. 52,TTodd,"Todd, Thomas",majority
11 U.S. 52,GDuvall,"Duvall, Gabriel",majority
11 U.S. 52,JStory,"Story, Joseph",majority
11 U.S. 285,JMarshall,"Marshall, John",majority
11 U.S. 285,BWashington,"Washington, Bushrod",majority
11 U.S. 285,WJohnson,"Johnson, William",majority
11 U.S. 285,HBLivingston,"Livingston, Henry",majority
11 U.S. 285,TTodd,"Todd, Thomas",majority
11 U.S. 285,GDuvall,"Duvall, Gabriel",majority
11 U.S. 285,JStory,"Story, Joseph",majority
11 U.S. 100,JMarshall,"Marshall, John",majority
11 U.S. 100,BWashington,"Washington, Bushrod",majority
11 U.S. 100,WJohnson,"Johnson, William",majority
11 U.S. 100,HBLivingston,"Livingston, Henry",majority
11 U.S. 100,GDuvall,"Duvall, Gabriel",majority
11 U.S. 100,JStory,"Story, Joseph",majority
11 U.S. 116,JMarshall,"Marshall, John",majority
11 U.S. 116,BWashington,"Washington, Bushrod",majority
11 U.S. 116,WJohnson,"Johnson, William",majority
11 U.S. 116,HBLivingston,"Livingston, Henry",majority
11 U.S. 116,TTodd,"Todd, Thomas",majority
11 U.S. 116,GDuvall,"Duvall, Gabriel",majority
11 U.S. 116,JStory,"Story, Joseph",majority
11 U.S. 164,JMarshall,"Marshall, John",majority
11 U.S. 164,BWashington,"Washington, Bushrod",majority
11 U.S. 164,WJohnson,"Johnson, William",majority
11 U.S. 164,HBLivingston,"Livingston, Henry",majority
11 U.S. 164,TTodd,"Todd, Thomas",majority
11 U.S. 164,GDuvall,"Duvall, Gabriel",majority
11 U.S. 164,JStory,"Story, Joseph",majority
11 U.S. 168,JMarshall,"Marshall, John",majority
11 U.S. 168,BWashington,"Washington, Bushrod",majority
11 U.S. 168,WJohnson,"Johnson, William",majority
11 U.S. 168,HBLivingston,"Livingston, Henry",majority
11 U.S. 168,TTodd,"Todd, Thomas",majority
11 U.S. 168,GDuvall,"Duvall, Gabriel",majority
11 U.S. 168,JStory,"Story, Joseph",majority
11 U.S. 113,JMarshall,"Marshall, John",majority
11 U.S. 113,BWashington,"Washington, Bushrod",majority
11 U.S. 113,WJohnson,"Johnson, William",majority
11 U.S. 113,HBLivingston,"Livingston, Henry",majority
11 U.S. 113,TTodd,"Todd, Thomas",majority
11 U.S. 113,GDuvall,"Duvall, Gabriel",majority
11 U.S. 113,JStory,"Story, Joseph",majority
11 U.S. 152,JMarshall,"Marshall, John",majority
11 U.S. 152,BWashington,"Washington, Bushrod",majority
11 U.S. 152,WJohnson,"Johnson, William",majority
11 U.S. 152,HBLivingston,"Livingston, Henry",majority
11 U.S. 152,TTodd,"Todd, Thomas",majority
11 U.S. 152,GDuvall,"Duvall, Gabriel",majority
11 U.S. 152,JStory,"Story, Joseph",majority
11 U.S. 171,JMarshall,"Marshall, John",majority
11 U.S. 171,BWashington,"Washington, Bushrod",majority
11 U.S. 171,WJohnson,"Johnson, William",majority
11 U.S. 171,HBLivingston,"Livingston, Henry",majority
11 U.S. 171,TTodd,"Todd, Thomas",majority
11 U.S. 171,GDuvall,"Duvall, Gabriel",majority
11 U.S. 171,JStory,"Story, Joseph",majority
11 U.S. 108,JMarshall,"Marshall, John",majority
11 U.S. 108,BWashington,"Washington, Bushrod",majority
11 U.S. 108,WJohnson,"Johnson, William",majority
11 U.S. 108,HBLivingston,"Livingston, Henry",majority
11 U.S. 108,TTodd,"Todd, Thomas",majority
11 U.S. 108,GDuvall,"Duvall, Gabriel",majority
11 U.S. 108,JStory,"Story, Joseph",majority
11 U.S. 202,JMarshall,"Marshall, John",majority
11 U.S. 202,BWashington,"Washington, Bushrod",majority
11 U.S. 202,WJohnson,"Johnson, William",majority
11 U.S. 202,HBLivingston,"Livingston, Henry",majority
11 U.S. 202,TTodd,"Todd, Thomas",majority
